Tipo via,Via,Codice via,count
VIA,DURINI,313.0,1.0
VIA,EDOLO,1217.0,7.0
VIA,EGADI,6235.0,1.0
VIA,ELBA,6243.0,1.0
VIA,EMANUELE FILIBERTO,7168.0,2.0
VIA,EMO ANGELO,2518.0,2.0
VIA,ESTERLE CARLO,2368.0,1.0
VIA,EUSTACHI BARTOLOMEO,2165.0,7.0
VIA,F.LLI ANTONA TRAVERSI,7354.0,3.0
VIA,F.LLI BEOLCHI,6738.0,1.0
VIA,F.LLI BRONZETTI,3089.0,5.0
VIA,F.LLI CAMPI,3060.0,1.0
VIA,F.LLI FRASCHINI,4355.0,1.0
VIA,F.LLI GABBA,314.0,1.0
VIA,F.LLI INDUNO,7217.0,2.0
VIA,F.LLI LUMIERE,2308.0,1.0
VIA,F.LLI RUFFINI,6163.0,2.0
VIA,F.LLI ZANZOTTERA,6733.0,1.0
VIA,F.LLI ZOIA,6306.0,2.0
VIA,FAA' DI BRUNO EMILIO,4095.0,4.0
VIA,FABRIANO,1642.0,2.0
VIA,FACCHINETTI CIPRIANO,3365.0,2.0
VIA,FACCIOLI CESARE,6772.0,1.0
VIA,FALCK ENRICO,7438.0,1.0
VIA,FALCONE,520.0,2.0
VIA,FANFULLA DA LODI,2364.0,1.0
VIA,FARA GUSTAVO,1183.0,5.0
VIA,FARINI CARLO,1114.0,15.0
VIA,FARNETI RODOLFO,2169.0,1.0
VIA,FARUFFINI FEDERICO,6286.0,4.0
VIA,FATEBENEFRATELLI,144.0,3.0
VIA,FAUCHE' GIOVANNI BATTISTA,7192.0,7.0
VIA,FELTRE,2652.0,3.0
VIA,FERABOLI ACHILLE,5421.0,3.0
VIA,FERMIGNANO,1607.0,1.0
VIA,FERRARI GAUDENZIO,5167.0,1.0
VIA,FERRIERI ENZO,6367.0,3.0
VIA,FERRUCCI FRANCESCO,7150.0,2.0
VIA,FEZZAN,6677.0,2.0
VIA,FIAMMA GALVANO,3079.0,2.0
VIA,FIAMMA GALVANO,3279.0,1.0
VIA,FILIPPINO DEGLI ORGANI,3162.0,1.0
VIA,FILZI FABIO,1190.0,12.0
VIA,FIUGGI,1693.0,1.0
VIA,FIUGGI,1328.0,2.0
VIA,FIUGGI,1318.0,1.0
VIA,FOGAZZARO ANTONIO,3187.0,2.0
VIA,FONSECA PIMENTEL ELEONORA,2325.0,2.0
VIA,FONTANA,3058.0,2.0
VIA,FONTANELLI ACHILLE,1641.0,1.0
VIA,FOPPA VINCENZO,6109.0,8.0
VIA,FORNARI PASQUALE,6592.0,2.0
VIA,FORNI GEROLAMO,1677.0,1.0
VIA,FRA' CRISTOFORO,5413.0,1.0
VIA,FRACASTORO GIROLAMO,2471.0,1.0
VIA,FRANCHETTI RAIMONDO,2115.0,1.0
VIA,FRAPOLLI LUIGI,3288.0,2.0
VIA,FREIKOFEL,4367.0,1.0
VIA,FRESCOBALDI GEROLAMO,2254.0,1.0
VIA,FRISI PAOLO,2190.0,1.0
VIA,FRIULI,3199.0,8.0
VIA,FRUGONI CARLO INNOCENZO,1606.0,1.0
VIA,GAFFURIO FRANCHINO,2138.0,2.0
VIA,GAIO,3127.0,1.0
VIA,GALENO CLAUDIO,2447.0,2.0
VIA,GALILEI GALILEO,1102.0,1.0
VIA,GALLARATE,7420.0,5.0
VIA,GALLI DINA,1162.0,1.0
VIA,GALLINA GIACINTO,3105.0,2.0
VIA,GALLURA,4256.0,4.0
VIA,GALVANI LUIGI,1179.0,1.0
VIA,GAMBOLOITA,4160.0,2.0
VIA,GARIAN,6119.0,2.0
VIA,GARIGLIANO,1134.0,5.0
VIA,GENTILI ALBERICO,6270.0,1.0
VIA,GESSI ROMOLO,6121.0,3.0
VIA,GHERARDINI GIOVANNI,7140.0,2.0
VIA,GIACOSA GIUSEPPE,2310.0,2.0
VIA,GIAMBELLINO,5136.0,14.0
VIA,GIAMBELLINO,6117.0,1.0
VIA,GIAMBELLINO,6646.0,1.0
VIA,GIARDINO GAETANO,343.0,1.0
VIA,GIGANTE GIACINTO,6562.0,1.0
VIA,GIOIA MELCHIORRE,1108.0,15.0
VIA,GIOIA MELCHIORRE,1199.0,1.0
VIA,GIOVANNI DA PROCIDA,7151.0,3.0
VIA,GIOVIO PAOLO,6194.0,5.0
VIA,GIUBA,2387.0,1.0
VIA,GIUSTI GIUSEPPE,7127.0,1.0
VIA,GLUCK CRISTOFORO,1215.0,2.0
VIA,GNOCCHI DON CARLO,6100.0,1.0
VIA,GNOCCHI DON CARLO,6212.0,1.0
VIA,GOLA EMILIO,6122.0,1.0
VIA,GOLA EMILIO,5154.0,1.0
VIA,GOLDONI CARLO,3183.0,1.0
VIA,GOLFO DEGLI ARANCI,2463.0,1.0
VIA,GONZAGA MAURIZIO,344.0,3.0
VIA,GORKI MASSIMO,5139.0,1.0
VIA,GOVONE GIUSEPPE,7222.0,8.0
VIA,GOZZANO GUIDO,2563.0,1.0
VIA,GOZZI GASPARE,3104.0,1.0
VIA,GOZZOLI BENOZZO,6789.0,1.0
VIA,GRAN SAN BERNARDO,7218.0,1.0
VIA,GRASSELLI ANNIBALE,3268.0,1.0
VIA,GRATOSOGLIO,5411.0,1.0
VIA,GRAZIANO IMPERATORE,1524.0,2.0
VIA,GRAZIOLI DON BARTOLOMEO,1473.0,2.0
VIA,GREPPI MARCO,3213.0,1.0
VIA,GRIGNA,7239.0,3.0
VIA,GRIOLI DON GIOVANNI,1478.0,1.0
VIA,GRIZIOTTI GIACOMO,6347.0,1.0
VIA,GROSOTTO,7328.0,3.0
VIA,GROSSI TOMMASO,105.0,2.0
VIA,GROSSICH ANTONIO,2576.0,6.0
VIA,GUICCIARDINI FRANCESCO,3084.0,1.0
VIA,GUINTELLINO GUGLIELMO,5369.0,1.0
VIA,GULLI TOMMASO,6634.0,1.0
VIA,HAYEZ FRANCESCO,2172.0,2.0
VIA,HERMADA,1588.0,3.0
VIA,HUGO VICTOR,548.0,1.0
VIA,ILLIRICO,3245.0,2.0
VIA,IMBONATI CARLO,1311.0,11.0
VIA,IMPERIA,5266.0,1.0
VIA,INAMA VIRGILIO,3169.0,3.0
VIA,INGANNI ANGELO,6672.0,10.0
VIA,INGEGNOLI FRANCESCO,2559.0,1.0
VIA,ISERNIA,6461.0,1.0
VIA,ISIMBARDI INNOCENZO,5332.0,2.0
VIA,JACOPINO DA TRADATE,7292.0,3.0
VIA,JACOPO DAL VERME,1130.0,2.0
VIA,JAN GIORGIO,2154.0,3.0
VIA,KORISTKA FRANCESCO,7241.0,3.0
VIA,KRAMER ANTONIO,3180.0,5.0
VIA,LAGRANGE GIUSEPPE,5205.0,5.0
VIA,LAMARMORA ALFONSO,4103.0,3.0
VIA,LAMBRATE,2421.0,2.0
VIA,LAMBRO,2186.0,1.0
VIA,LAMPUGNANO,6737.0,1.0
VIA,LANINO BERNARDINO,6105.0,2.0
VIA,LARGA,318.0,3.0
VIA,LARIO,1171.0,5.0
VIA,LASSALLE FERDINANDO,5433.0,2.0
VIA,LATTANZIO,4091.0,1.0
VIA,LAZZARETTO,2112.0,4.0
VIA,LAZZARONI GIUSEPPINA,1196.0,1.0
VIA,LECCO,2110.0,6.0
VIA,LEGNANO,7082.0,1.0
VIA,LEGNONE,1298.0,4.0
VIA,LENTASIO,410.0,1.0
VIA,LEONCAVALLO RUGGERO,2389.0,2.0
VIA,LEOPARDI GIACOMO,6156.0,2.0
VIA,LEPETIT ROBERTO,2096.0,2.0
VIA,LEPONTINA,1147.0,5.0
VIA,LESSONA MICHELE,7490.0,5.0
VIA,LIPARI,6203.0,1.0
VIA,LIPPI FILIPPINO,2196.0,1.0
VIA,LISCATE,2595.0,1.0
VIA,LITTA MODIGNANI ALESSANDRO,1539.0,2.0
VIA,LITTA MODIGNANI ALESSANDRO,1442.0,1.0
VIA,LITTA POMPEO,3029.0,1.0
VIA,LIVIGNO,1296.0,4.0
VIA,LODOVICO IL MORO,5290.0,10.0
VIA,LODOVICO IL MORO,5132.0,1.0
VIA,LOMAZZO PAOLO,7079.0,7.0
VIA,LOMBARDINI ELIA,5146.0,2.0
VIA,LOMBROSO CESARE,3334.0,2.0
VIA,LOMELLINA,3280.0,6.0
VIA,LONGARONE,7241.0,1.0
VIA,LONGARONE,7292.0,1.0
VIA,LONGHENA BALDASSARE,4179.0,1.0
VIA,LOPEZ SABATINO,7369.0,2.0
VIA,LORENTEGGIO,5132.0,18.0
VIA,LORENZO DI CREDI,6547.0,2.0
VIA,LORIA MOISE',6100.0,2.0
VIA,LOSANNA,7190.0,5.0
VIA,LOVANIO,1030.0,1.0
VIA,LUINI BERNARDINO,638.0,2.0
VIA,LULLI GIOVANNI,2253.0,4.0
VIA,LUTERO MARTINO,2613.0,1.0
VIA,MAC MAHON,7221.0,10.0
VIA,MACCHI MAURO,2133.0,2.0
VIA,MADDALENA,401.0,1.0
VIA,MADERNA BRUNO,3382.0,3.0
VIA,MADONNINA,134.0,2.0
VIA,MAESTRI CAMPIONESI,3197.0,1.0
VIA,MAFFEI ANDREA,3191.0,2.0
VIA,MAFFI CARDINALE PIETRO,7347.0,1.0
VIA,MAFFUCCI ANGIOLO,1276.0,2.0
VIA,MAGGI CARLO MARIA,7115.0,1.0
VIA,MAGNASCO ALESSANDRO,6546.0,1.0
VIA,MAINONI D'INTIGNANO LUIGI,1432.0,1.0
VIA,MAIOCCHI ACHILLE,2162.0,4.0
VIA,MALPIGHI MARCELLO,2182.0,4.0
VIA,MAMBRETTI ANTONIO,7455.0,5.0
VIA,MAMELI GOFFREDO,3088.0,2.0
VIA,MAMIANI TERENZIO,2338.0,1.0
VIA,MANGIAGALLI LUIGI,3202.0,2.0
VIA,MANIN DANIELE,1052.0,1.0
VIA,MANTEGNA ANDREA,7203.0,2.0
VIA,MANTOVA,4217.0,4.0
VIA,MANUZIO ALDO,2114.0,1.0
VIA,MANZONI ALESSANDRO,230.0,3.0
VIA,MARCELLO BENEDETTO,2128.0,6.0
VIA,MARCHESI POMPEO,6304.0,1.0
VIA,MARCHIONNI CARLOTTA,1658.0,2.0
VIA,MARCIANO,3294.0,2.0
VIA,MARCO AURELIO,2298.0,1.0
VIA,MARCO D'AGRATE,4276.0,5.0
VIA,MARCO D'OGGIONO,5166.0,2.0
VIA,MARCONA,3080.0,4.0
VIA,MARESCALCHI FERDINANDO,3315.0,1.0
VIA,MARGHERA,6280.0,6.0
VIA,MARIANI POMPEO,2490.0,1.0
VIA,MARINETTI FILIPPO TOMMASO,2223.0,2.0
VIA,MAROCCO PIETRO,2265.0,2.0
VIA,MAROCHETTI CARLO,4185.0,4.0
VIA,MARONCELLI PIETRO,1113.0,2.0
VIA,MARSALA,1035.0,2.0
VIA,MARTINENGO FRANCESCO,4183.0,1.0
VIA,MARTINETTI PIERO,6339.0,1.0
VIA,MARTIRI OSCURI,2291.0,1.0
VIA,MARTIRI TRIESTINI,6509.0,1.0
VIA,MARX CARLO,6082.0,1.0
VIA,MASACCIO,6420.0,2.0
VIA,MASCHERONI LORENZO,6183.0,3.0
VIA,MASOLINO DA PANICALE,7264.0,4.0
VIA,MASOTTO UMBERTO,3283.0,3.0
VIA,MASSARA DE CAPITANI,1261.0,1.0
VIA,MASSARENTI GIUSEPPE,6564.0,1.0
VIA,MASSENA ANDREA,7462.0,1.0
VIA,MAURI ACHILLE,527.0,2.0
VIA,MAURI ANGELO,6296.0,3.0
VIA,MAZZINI GIUSEPPE,516.0,6.0
VIA,MAZZOLARI DON PRIMO,5457.0,1.0
VIA,MECENATE,3323.0,8.0
VIA,MECENATE,3189.0,1.0
VIA,MEDA GIUSEPPE,5242.0,16.0
VIA,MEDEGHINO,5335.0,6.0
VIA,MELATO MARIA,7366.0,1.0
VIA,MELLONI MACEDONIO,3085.0,3.0
VIA,MELORIA,6424.0,1.0
VIA,MELZO,2184.0,5.0
VIA,MENABREA LUIGI FEDERICO,1322.0,3.0
VIA,MENOTTI CIRO,3184.0,4.0
VIA,MENOTTI CIRO,2658.0,1.0
VIA,MENOTTI CIRO,2123.0,1.0
VIA,MERAVIGLI,614.0,3.0
VIA,MERCADANTE SAVERIO,2232.0,3.0
VIA,MERCALLI GIUSEPPE,4011.0,1.0
VIA,MERCATO,717.0,1.0
VIA,MERLO CARLO GIUSEPPE,329.0,2.0
VIA,MESSINA,7211.0,4.0
VIA,MESTRE,2647.0,2.0
VIA,MEUCCI ANTONIO,2497.0,5.0
VIA,MICHELINO DA BESOZZO,7263.0,2.0
VIA,MICHETTI FRANCESCO PAOLO,1263.0,1.0
VIA,MILAZZO,1034.0,2.0
VIA,MILLELIRE DOMENICO,6620.0,6.0
VIA,MILLY MIGNONE CARLA,6871.0,1.0
VIA,MINCIO,4157.0,3.0
VIA,MINTURNO,2482.0,1.0
VIA,MODENA GUSTAVO,3122.0,4.0
VIA,MODESTINO,5112.0,1.0
VIA,MOLA PIER FRANCESCO,7391.0,2.0
VIA,MOLINO DELLE ARMI,591.0,2.0
VIA,MOMIGLIANO ATTILIO,5401.0,1.0
VIA,MONDOVI',2515.0,2.0
VIA,MONFALCONE,2538.0,1.0
VIA,MONTE BIANCO,6392.0,1.0
VIA,MONTE CENGIO,4366.0,3.0
VIA,MONTE GENEROSO,7180.0,1.0
VIA,MONTE NAPOLEONE,219.0,4.0
VIA,MONTE NEVOSO,2560.0,1.0
VIA,MONTE OLIVETO,3345.0,2.0
VIA,MONTE PALOMBINO,4368.0,2.0
VIA,MONTE POPERA,4365.0,1.0
VIA,MONTE ROSA,6388.0,3.0
VIA,MONTE ROSA,6102.0,1.0
VIA,MONTE ROTONDO,1449.0,1.0
VIA,MONTE SAN GABRIELE,2481.0,2.0
VIA,MONTE SAN GENESIO,1299.0,3.0
VIA,MONTEGANI LODOVICO,5330.0,8.0
VIA,MONTEPULCIANO,2257.0,1.0
VIA,MONTEVIDEO,6091.0,1.0
VIA,MONTI VINCENZO,6155.0,10.0
VIA,MONTI VINCENZO,609.0,1.0
VIA,MONTI VINCENZO,361.0,1.0
VIA,MORA GIAN GIACOMO,594.0,3.0
VIA,MORAZZONE,7131.0,1.0
VIA,MORGAGNI GIOVANNI BATTISTA,2158.0,3.0
VIA,MORGANTINI MARIO,6568.0,2.0
VIA,MORIGI,633.0,2.0
VIA,MORONE GEROLAMO,200.0,2.0
VIA,MOROSINI EMILIO,3073.0,3.0
VIA,MOROSINI EMILIO,3086.0,1.0
VIA,MORTARA,5115.0,1.0
VIA,MOSCA ANTONIO,6788.0,2.0
VIA,MOSCA ANTONIO,6643.0,1.0
VIA,MOSCATI PIETRO,7136.0,1.0
VIA,MURAT GIOACCHINO,1316.0,6.0
VIA,MURATORI LODOVICO,4076.0,7.0
VIA,MUSSI GIUSEPPE,7199.0,5.0
VIA,NATTA GIULIO,6860.0,1.0
VIA,NEERA ANNA,4355.0,1.0
VIA,NEERA ANNA,5326.0,2.0
VIA,NEGROLI,3279.0,5.0
VIA,NERI POMPEO,6817.0,1.0
VIA,NERINO,564.0,1.0
VIA,NERVESA,4167.0,1.0
VIA,NICCODEMI DARIO,7380.0,2.0
VIA,NICCOLINI GIOVANNI BATTISTA,7129.0,2.0
VIA,NIKOLAJEVKA,6473.0,1.0
VIA,NIRONE,640.0,1.0
VIA,NOTA ALBERTO,1624.0,1.0
VIA,NOVARA,6624.0,8.0
VIA,NOVARO MICHELE,1559.0,2.0
VIA,OGLIO,4105.0,1.0
VIA,OLGETTINA,2530.0,2.0
VIA,OLMETTO,553.0,2.0
VIA,OLONA,5090.0,1.0
VIA,OLTROCCHI BALDASSARE,3217.0,2.0
VIA,ORGANDINO GIUSEPPE,6255.0,1.0
VIA,ORIANI ALFREDO,4025.0,2.0
VIA,ORNATO LUIGI,1591.0,8.0
VIA,OROBONI ANTONIO,1635.0,1.0
VIA,ORSINI VINCENZO GIORDANO,6648.0,2.0
VIA,ORTI,4031.0,1.0
VIA,ORTICA,3242.0,2.0
VIA,OSIMO AUGUSTO,4303.0,1.0
VIA,OSOPPO,6596.0,2.0
VIA,OSTIGLIA,3285.0,1.0
VIA,OVADA,5352.0,1.0
VIA,OXILIA NINO,2287.0,1.0
VIA,OZANAM FEDERICO,2143.0,5.0
VIA,PACINI GIOVANNI,2571.0,10.0
VIA,PACINOTTI FRA' ANTONIO,7259.0,1.0
VIA,PADOVA,2275.0,41.0
VIA,PAGANO MARIO,6186.0,1.0
VIA,PAGANO MARIO,238.0,1.0
VIA,PAGLIANO ELEUTERIO,6390.0,2.0
VIA,PAISIELLO GIOVANNI,2245.0,2.0
VIA,PALAZZI LAZZARO,2171.0,6.0
VIA,PALEOCAPA PIETRO,706.0,1.0
VIA,PALERMO,1025.0,3.0
VIA,PALIZZI FILIPPO,7451.0,2.0
VIA,PALLADIO ANDREA,4213.0,2.0
VIA,PALMA JACOPO,6605.0,4.0
VIA,PALMANOVA,2390.0,11.0
VIA,PALMANOVA,1309.0,1.0
VIA,PALMIERI NICOLA,5323.0,1.0
VIA,PAMPURI FRA' RICCARDO,4322.0,2.0
VIA,PANIZZI ANTONIO,6486.0,2.0
VIA,PANTELLERIA,7461.0,1.0
VIA,PANTIGLIATE,6651.0,1.0
VIA,PAOLO DA CANNOBIO,338.0,5.0
VIA,PAPI LAZZARO,4071.0,3.0
VIA,PARACELSO FILIPPO,2168.0,1.0
VIA,PARAVIA PIER ALESSANDRO,6571.0,3.0
VIA,PARENZO,5367.0,4.0
VIA,PARETO VILFREDO,7440.0,3.0
VIA,PARINI GIUSEPPE,1049.0,6.0
VIA,PARMIGIANINO,6599.0,1.0
VIA,PARRAVICINI RAFFAELE,1176.0,1.0
VIA,PARUTA PAOLO,2363.0,1.0
VIA,PASCARELLA CESARE,7349.0,3.0
VIA,PASCOLI GIOVANNI,3132.0,4.0
VIA,PASSARELLA,298.0,1.0
VIA,PASSERONI GIAN CARLO,4065.0,1.0
VIA,PASTEUR LUIGI,2283.0,1.0
VIA,PASTRENGO,1127.0,1.0
VIA,PATTARI,304.0,1.0
VIA,PAULLO,3177.0,2.0
VIA,PAULUCCI DI CALBOLI FULCIERI,1590.0,1.0
VIA,PAVIA,5262.0,2.0
VIA,PAVONI LODOVICO,1401.0,1.0
VIA,PECCHIO GIUSEPPE,2240.0,5.0
VIA,PELITTI GIUSEPPE,2412.0,1.0
VIA,PELIZZA DA VOLPEDO,6391.0,2.0
VIA,PERGOLESI GIOVANNI BATTISTA,2231.0,4.0
VIA,PERINI CARLO,7326.0,1.0
VIA,PERUGINO,3198.0,3.0
VIA,PESTALOZZI GIOVANNI ENRICO,5294.0,2.0
VIA,PETRARCA FRANCESCO,6182.0,1.0
VIA,PETRELLA ERRICO,2137.0,2.0
VIA,PETROCCHI POLICARPO,2320.0,5.0
VIA,PEZZOTTI GIOVANNI,5244.0,6.0
VIA,PIACENZA,4064.0,7.0
VIA,PIANELL SALVATORE,1426.0,1.0
VIA,PICCO MADRE ANNA EUGENIA,2386.0,1.0
VIA,PICHI MARIO,5236.0,1.0
VIA,PIER LOMBARDO,4073.0,1.0
VIA,PIERI MARIO,2513.0,2.0
VIA,PIERLUIGI GIOVANNI DA PALESTRINA,2235.0,7.0
VIA,PIERO DELLA FRANCESCA,7188.0,5.0
VIA,PIERO DELLA FRANCESCA,7328.0,1.0
VIA,PILO ROSOLINO,2189.0,3.0
VIA,PILO ROSOLINO,2576.0,1.0
VIA,PINAMONTE DA VIMERCATE,1017.0,1.0
VIA,PINDARO,2401.0,1.0
VIA,PINTURICCHIO,2195.0,1.0
VIA,PIO II,6832.0,1.0
VIA,PIOMBINO,7462.0,1.0
VIA,PIRANDELLO LUIGI,6242.0,2.0
VIA,PIRANESI GIOVANNI BATTISTA,3263.0,4.0
VIA,PIRANO,2483.0,1.0
VIA,PIRELLI GIOVANNI BATTISTA,1195.0,1.0
VIA,PISACANE CARLO,2188.0,3.0
VIA,PISANELLO,6600.0,4.0
VIA,PISANI VITTOR,1201.0,4.0
VIA,PISTRUCCI SCIPIONE,3215.0,5.0
VIA,PITTERI RICCARDO,2674.0,1.0
VIA,PLANA GIOVANNI ANTONIO,7177.0,6.0
VIA,PLEZZO,2653.0,1.0
VIA,PLINIO CAIO SECONDO,2144.0,16.0
VIA,PODGORA,3055.0,1.0
VIA,POERIO CARLO,3181.0,1.0
VIA,POGGIBONSI,6601.0,3.0
VIA,POLA,1156.0,2.0
VIA,POLESINE,4159.0,6.0
VIA,POLIBIO,6195.0,1.0
VIA,POLIZIANO,7196.0,3.0
VIA,POLLAIUOLO ANTONIO,1146.0,2.0
VIA,POLONIA,7505.0,1.0
VIA,POMA CARLO,3090.0,2.0
VIA,POMPONAZZI PIETRO,5246.0,2.0
VIA,PONALE,1616.0,4.0
VIA,PONCHIELLI AMILCARE,2142.0,2.0
VIA,PONTACCIO,143.0,2.0
VIA,PONTE NUOVO,2494.0,5.0
VIA,PONTE SEVESO,1203.0,10.0
VIA,PONTE VECCHIO,2487.0,1.0
VIA,PONTE VETERO,718.0,1.0
VIA,PONTI ANDREA,5293.0,2.0
VIA,PONTI DELLA PRIULA,4170.0,1.0
VIA,PONTI ETTORE,5297.0,3.0
VIA,POPOLI UNITI,2293.0,1.0
VIA,POPULONIA,1315.0,1.0
VIA,PORDENONE,2650.0,5.0
VIA,PORPORA NICOLA ANTONIO,2229.0,13.0
VIA,PORRO LAMBERTENGHI LUIGI,1142.0,2.0
VIA,PORTINARI PIGELLO,1408.0,1.0
VIA,PREDA PIERO,5245.0,1.0
VIA,PRESTINARI MARCELLO,1269.0,1.0
VIA,PREVIATI GAETANO,6384.0,3.0
VIA,PRIMATICCIO FRANCESCO,6646.0,6.0
VIA,PRINA GIUSEPPE,7135.0,6.0
VIA,PRINCIPE AMEDEO,1054.0,1.0
VIA,PRINCIPE EUGENIO,7223.0,4.0
VIA,PROCACCINI GIULIO CESARE,7204.0,9.0
VIA,PROCOPIO,6117.0,1.0
VIA,PULCI LUIGI,1622.0,2.0
VIA,PURICELLI GIAN PIETRO,6636.0,3.0
VIA,QUADRIO MAURIZIO,1115.0,1.0
VIA,QUADRONNO,4021.0,1.0
VIA,QUARANTA BERNARDO,4271.0,1.0
VIA,QUARENGHI GIACOMO,7478.0,6.0
VIA,QUINTO ROMANO,6333.0,3.0
VIA,RAMAZZINI BERNARDINO,2161.0,1.0
VIA,RASORI GIOVANNI,6190.0,5.0
VIA,RAVENNA,4281.0,1.0
VIA,RAVIZZA CARLO,6285.0,5.0
VIA,REDI FRANCESCO,2149.0,1.0
VIA,REGALDI GIUSEPPE,1578.0,1.0
VIA,REGGIO,4033.0,1.0
VIA,REINA FRANCESCO,3255.0,2.0
VIA,REINACH ERNESTO,1496.0,1.0
VIA,REMBRANDT,6618.0,16.0
VIA,RENZO E LUCIA,5412.0,3.0
VIA,RESEGONE,1228.0,1.0
VIA,RESSI ADEODATO,1397.0,2.0
VIA,REZIA,3200.0,2.0
VIA,RICCARDI PADRE PLACIDO,2385.0,2.0
VIA,RICCIARELLI DANIELE,6553.0,5.0
VIA,RICORDI GIOVANNI,2251.0,2.0
VIA,RICOTTI ERCOLE,1248.0,1.0
VIA,RIMINI,5267.0,3.0
VIA,RIPAMONTI GIUSEPPE,4066.0,25.0
VIA,RIPAMONTI GIUSEPPE,4295.0,1.0
VIA,RISMONDO FRANCESCO,6756.0,10.0
VIA,RIVA DI TRENTO,4155.0,3.0
VIA,RIVOLI,7080.0,1.0
VIA,ROCCA D'ANFO,1556.0,1.0
VIA,ROGGIA SCAGNA,2299.0,1.0
VIA,ROGOREDO,4373.0,1.0
VIA,ROMAGNOSI GIAN DOMENICO,119.0,1.0
VIA,ROMANO GIULIO,4057.0,3.0
VIA,ROMBON,2659.0,5.0
VIA,ROMEO NICOLA,5479.0,5.0
VIA,ROMILLI ARCIVESCOVO,4154.0,5.0
VIA,RONCAGLIA,6122.0,2.0
VIA,RONCHI,2655.0,6.0
VIA,RONCHI,2395.0,1.0
VIA,ROSMINI ANTONIO,7132.0,3.0
VIA,ROSSI PELLEGRINO,1510.0,10.0
VIA,ROSSINI GIOACCHINO,3040.0,1.0
VIA,ROTONDI GIOVANNI,6404.0,1.0
VIA,ROTTA PAOLO,1587.0,1.0
VIA,ROVELLO,722.0,2.0
VIA,ROVERETO,2300.0,2.0
VIA,ROVETTA GEROLAMO,2333.0,1.0
VIA,RUBENS PIETRO,6597.0,7.0
VIA,RUCELLAI BERNARDO,2345.0,2.0
VIA,RUGGERO DI LAURIA,7163.0,2.0
VIA,RUSSO VINCENZO,2328.0,2.0
VIA,RUSSOLI FRANCO,5460.0,1.0
VIA,RUTILIA,4229.0,2.0
VIA,S. GIOV. SUL MURO,609.0,8.0
VIA,SACCO LUIGI,6275.0,1.0
VIA,SACCONI GIUSEPPE,4177.0,1.0
VIA,SAFFI AURELIO,6159.0,1.0
VIA,SAINT BON SIMONE,6670.0,4.0
VIA,SALA DEI LONGOBARDI,217.0,2.0
VIA,SALASCO,4051.0,1.0
VIA,SALIERI ANTONIO,2569.0,1.0
VIA,SALMINI VITTORIO,4062.0,1.0
VIA,SALO',4117.0,1.0
VIA,SALUTATI COLUCCIO,6197.0,1.0
VIA,SALVEMINI GAETANO,1678.0,1.0
VIA,SALVINI TOMMASO,2175.0,2.0
VIA,SAMBUCO,321.0,1.0
VIA,SAMBUCO,5189.0,1.0
VIA,SAMMARTINI GIOVANNI BATTISTA,1202.0,2.0
VIA,SAN BERNARDO,4351.0,1.0
VIA,SAN CALOCERO,5100.0,1.0
VIA,SAN FAUSTINO,2681.0,2.0
VIA,SAN FERMO,1042.0,1.0
VIA,SAN GALDINO,7215.0,2.0
VIA,SAN GREGORIO,2123.0,5.0
VIA,SAN LUCA,5193.0,1.0
VIA,SAN MAMETE,2413.0,5.0
VIA,SAN MARCO,1036.0,4.0
VIA,SAN MARTINO,4016.0,2.0
VIA,SAN MAURILIO,563.0,2.0
VIA,SAN PAOLINO,5425.0,1.0
VIA,SAN PAOLO,212.0,2.0
VIA,SAN PIETRO ALL'ORTO,213.0,1.0
VIA,SAN SIRO,6282.0,3.0
VIA,SAN TOMASO,723.0,3.0
VIA,SAN VINCENZO,5098.0,3.0
VIA,SAN VITO,539.0,2.0
VIA,SAND GEORGE,1554.0,3.0
VIA,SANFELICE LUISA,3224.0,2.0
VIA,SANGALLO,3208.0,2.0
VIA,SANGIORGIO ABBONDIO,7138.0,1.0
VIA,SANSOVINO,2213.0,1.0
VIA,SANT' AMPELLIO,5253.0,1.0
VIA,SANT' ANATALONE,6587.0,2.0
VIA,SANT' ANDREA,222.0,3.0
VIA,SANT' ANTONIO,332.0,1.0
VIA,SANT' ELEMBARDO,2356.0,1.0
VIA,SANT' EUFEMIA,405.0,1.0
VIA,SANT' UGUZZONE,2448.0,1.0
VIA,SANTA CROCE,5188.0,1.0
VIA,SANTA MARIA ALLA PORTA,620.0,1.0
VIA,SANTA MARIA FULCORINA,630.0,1.0
VIA,SANTA MARIA SEGRETA,624.0,1.0
VIA,SANTA MARIA VALLE,535.0,3.0
VIA,SANTA MONICA,1448.0,1.0
VIA,SANTA RADEGONDA,208.0,1.0
VIA,SANTA RITA DA CASCIA,5301.0,6.0
VIA,SANTA SOFIA,408.0,4.0
VIA,SANTA TECLA,321.0,3.0
VIA,SANTA TERESA,5314.0,1.0
VIA,SANTI FERNANDO,5461.0,1.0
VIA,SANTISSIMI NABORE E FELICE,6621.0,1.0
VIA,SANZIO RAFFAELLO,6283.0,8.0
VIA,SAPONARO MICHELE,5432.0,2.0
VIA,SAPRI,7441.0,1.0
VIA,SARDEGNA,6265.0,2.0
VIA,SARPI FRA' PAOLO,7210.0,12.0
VIA,SATTA SEBASTIANO,7352.0,2.0
VIA,SAULI SANT' ALESSANDRO,2273.0,1.0
VIA,SAVOLDO GIAN GIROLAMO,1691.0,2.0
VIA,SAVONA,5122.0,9.0
